county,state,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,release_date
Chenango,New York,50399,50182,49883,49477,49319,48772,48315,47805,47445,47207,20200301
Clinton,New York,82096,81728,81714,81523,81463,80718,80500,80531,80679,80485,20200301
Columbia,New York,63036,62528,62449,62170,61942,61434,60835,60338,59785,59461,20200301
Cortland,New York,49279,49380,49023,48905,48740,48290,47915,47815,47722,47581,20200301
Delaware,New York,47888,47584,47215,46803,46562,45891,45393,45028,44526,44135,20200301
Dutchess,New York,297728,298133,297023,296268,295127,294039,293029,293545,293939,294218,20200301
Erie,New York,919152,919843,919906,920869,921755,920644,918678,919034,919717,918702,20200301
Essex,New York,39360,39271,38875,38601,38323,37965,37671,37487,37288,36885,20200301
Franklin,New York,51645,51545,51791,51212,51096,50540,51081,50465,50279,50022,20200301
Fulton,New York,55455,55112,54845,54345,53932,53801,53610,53802,53633,53383,20200301
Genesee,New York,59928,59880,59672,59112,58725,58462,58013,57798,57487,57280,20200301
Greene,New York,49139,48857,48587,48308,47964,47616,47494,47442,47381,47188,20200301
Hamilton,New York,4851,4826,4803,4766,4700,4699,4556,4471,4432,4416,20200301
Herkimer,New York,64470,64386,64227,63883,63384,62652,62436,62163,61713,61319,20200301
Jefferson,New York,116592,117752,120235,118490,117971,116371,112980,113157,111866,109834,20200301
Kings,New York,2509828,2540817,2568450,2587684,2601513,2608794,2608423,2594676,2578074,2559903,20200301
Lewis,New York,27077,27027,27196,27098,27089,26827,26647,26605,26486,26296,20200301
Livingston,New York,65240,64849,64796,64627,64585,64344,64000,63483,63213,62914,20200301
Madison,New York,73440,72887,72414,72457,72210,71636,71387,70942,71117,70941,20200301
Monroe,New York,744580,746751,747344,748290,747364,745577,743770,742724,742864,741770,20200301
Montgomery,New York,50307,49911,49829,49743,49679,49564,49169,49163,49394,49221,20200301
Nassau,New York,1341669,1346223,1349616,1352193,1354705,1354840,1355952,1357293,1357534,1356924,20200301
New York,New York,1588767,1608293,1623911,1627491,1630678,1636063,1635443,1630698,1629055,1628706,20200301
Niagara,New York,216475,215719,214713,214105,213305,212358,211554,210848,210060,209281,20200301
Oneida,New York,234756,234218,233765,233347,232598,231264,230375,230011,229474,228671,20200301
Onondaga,New York,467533,467614,467030,468146,467285,466277,464109,461795,461649,460528,20200301
Ontario,New York,108176,108599,108611,109044,109334,109271,109229,109538,109738,109777,20200301
Orange,New York,373445,374097,373699,374320,374845,375803,377799,379758,382126,384940,20200301
Orleans,New York,42851,42648,42391,42229,41861,41481,41247,40786,40655,40352,20200301
Oswego,New York,122137,121981,121458,121170,120590,119735,118895,118427,117515,117124,20200301
Otsego,New York,62259,61971,61747,61614,60950,60504,60132,59920,59810,59493,20200301
Putnam,New York,99667,99827,99625,99572,99438,99185,98761,98856,98814,98320,20200301
Queens,New York,2234701,2255482,2272222,2287185,2298736,2305838,2306830,2295808,2274605,2253858,20200301
Rensselaer,New York,159340,159589,159437,159545,159666,159436,159294,159200,159283,158714,20200301
Richmond,New York,469615,471021,470614,471803,471937,472349,474040,475671,476260,476143,20200301
Rockland,New York,312499,315452,317196,319284,321119,322919,323258,324622,325522,325789,20200301
St. Lawrence,New York,111812,112277,112355,111931,111437,110348,109449,108699,108327,107740,20200301
Saratoga,New York,220109,221111,222483,224087,224513,226078,227122,229276,230170,229863,20200301
Schenectady,New York,154861,154864,155016,154944,155016,154733,154475,154710,155079,155299,20200301
Schoharie,New York,32686,32618,32039,31900,31767,31405,31304,31255,31146,30999,20200301
Schuyler,New York,18334,18413,18498,18382,18176,18027,17967,17913,17884,17807,20200301
Seneca,New York,35266,35380,35388,35250,34879,34801,34710,34246,34179,34016,20200301
Steuben,New York,99005,99148,98925,98843,98165,97551,96958,96360,95860,95379,20200301
Suffolk,New York,1494339,1498892,1496982,1497346,1495525,1491967,1486406,1483358,1480830,1476601,20200301
Sullivan,New York,77476,77053,76931,76945,75634,74832,74922,74994,75399,75432,20200301
Tioga,New York,51008,50875,50278,50103,49824,49355,48824,48609,48441,48203,20200301
Tompkins,New York,101740,101821,102726,103553,103391,103006,102942,102664,102419,102180,20200301
Ulster,New York,182418,182448,181538,180698,180400,179658,179042,178635,178418,177573,20200301
Warren,New York,65665,65736,65417,65083,64866,64420,64438,64365,64215,63944,20200301
Washington,New York,63356,63091,63003,62765,62475,62246,61795,61559,61274,61204,20200301
Wayne,New York,93751,93256,93029,92339,91801,91291,90758,90429,90200,89918,20200301
Westchester,New York,950601,956262,959585,964567,967044,968773,970267,969689,968213,967506,20200301
Wyoming,New York,42126,41849,41700,41359,41134,40930,40432,40282,40023,39859,20200301
Yates,New York,25376,25454,25337,25207,25149,25128,25059,25002,24951,24913,20200301
Alamance,North Carolina,151431,152692,153265,154162,155384,157037,160283,163276,166514,169509,20200301
Alexander,North Carolina,37233,37026,36922,37012,36987,36960,37133,37143,37331,37497,20200301
Alleghany,North Carolina,11137,11016,10943,10903,10891,10856,10919,10988,11138,11137,20200301
Anson,North Carolina,26852,26512,26309,25957,25965,25602,25165,24829,24470,24446,20200301
Ashe,North Carolina,27228,26986,26924,26840,26764,26628,26600,26787,27099,27203,20200301
Avery,North Carolina,17799,17770,17611,17654,17650,17486,17442,17517,17528,17557,20200301
Beaufort,North Carolina,47822,47675,47431,47382,47339,47389,47369,47033,47056,46994,20200301
Bertie,North Carolina,21245,20858,20494,20326,20316,20162,19423,19263,19106,18947,20200301
Bladen,North Carolina,35181,34880,34807,34618,34361,34083,33638,33443,33151,32722,20200301
Brunswick,North Carolina,108069,110185,112013,114922,118305,122211,126304,130859,136880,142820,20200301
Buncombe,North Carolina,238738,241172,243655,246807,249084,251954,254955,257071,259259,261191,20200301
Burke,North Carolina,90580,90542,89974,89354,89296,89341,89451,90157,90405,90485,20200301
Cabarrus,North Carolina,178562,181175,184340,187240,191680,196396,201639,206988,211597,216453,20200301
Caldwell,North Carolina,83022,82451,82081,82048,81667,81518,81766,81933,82026,82178,20200301
Camden,North Carolina,10009,10024,10003,10116,10278,10282,10397,10532,10676,10867,20200301
Carteret,North Carolina,66700,67418,67770,68388,68629,68712,68808,68921,69438,69473,20200301
Caswell,North Carolina,23750,23456,23042,23093,22807,22813,22755,22616,22634,22604,20200301
Catawba,North Carolina,154730,154459,154693,154965,155085,155527,156448,157852,158687,159551,20200301
Chatham,North Carolina,63845,64109,64527,65243,66669,68263,69642,71189,73127,74470,20200301
Cherokee,North Carolina,27435,27180,27034,27125,27078,27102,27809,27954,28369,28612,20200301
Chowan,North Carolina,14738,14807,14695,14668,14502,14248,14201,14029,14065,13943,20200301
Clay,North Carolina,10608,10686,10654,10597,10566,10623,10749,11004,11124,11231,20200301
Cleveland,North Carolina,97917,97442,97317,96873,97009,96850,96960,97134,97519,97947,20200301
Columbus,North Carolina,57992,57705,57534,57080,56883,56675,56292,56047,55819,55508,20200301
Craven,North Carolina,104171,104831,105319,104285,104055,102853,102632,102492,102338,102139,20200301
Cumberland,North Carolina,327197,330503,329985,332997,332364,331203,333167,330994,333430,335509,20200301
Currituck,North Carolina,23674,23906,24025,24253,24820,25106,25640,26290,27016,27763,20200301
Dare,North Carolina,33982,34156,34383,34810,34894,35468,35829,36199,36607,37009,20200301
Davidson,North Carolina,162840,162923,163040,163295,163383,163486,164270,165180,166358,167609,20200301
Davie,North Carolina,41254,41335,41281,41435,41259,41648,41921,42308,42563,42846,20200301
Duplin,North Carolina,58666,59216,59449,59328,59432,58883,59275,58943,58991,58741,20200301
Durham,North Carolina,271357,276563,282659,288723,295137,300793,307826,312153,316979,321488,20200301
Edgecombe,North Carolina,56619,56050,55675,55422,54866,53743,53283,52756,51984,51472,20200301
Forsyth,North Carolina,351374,354524,357598,360594,364439,367365,371260,375840,379216,382295,20200301
Franklin,North Carolina,60835,60946,61405,62074,62691,63668,64676,66155,67625,69685,20200301
Gaston,North Carolina,206114,206886,207903,209212,210545,212919,216622,219656,222630,224529,20200301
Gates,North Carolina,12165,12043,11890,11703,11633,11531,11569,11514,11563,11562,20200301
Graham,North Carolina,8867,8811,8707,8719,8621,8588,8531,8524,8461,8441,20200301
Granville,North Carolina,57673,57503,57557,57762,57995,58162,58684,59372,59979,60443,20200301
Greene,North Carolina,21258,21514,21191,21011,21012,20950,21078,20963,21106,21069,20200301
Guilford,North Carolina,489618,494953,500514,506400,512233,517053,524265,528243,532607,537174,20200301
Halifax,North Carolina,54470,54114,53732,53187,52833,52182,51815,51311,50634,50010,20200301
Harnett,North Carolina,115753,119178,122204,125028,126685,128034,130674,132395,134336,135976,20200301
Haywood,North Carolina,58932,58726,58640,58962,59132,59646,60405,61005,61890,62317,20200301
Henderson,North Carolina,106891,107370,107768,108879,110258,111847,113583,115216,116500,117417,20200301
Hertford,North Carolina,24764,24718,24600,24575,24582,24373,24209,23923,23878,23677,20200301
Hoke,North Carolina,47496,49468,50483,51155,51586,52739,52981,54138,54695,55234,20200301
Hyde,North Carolina,5811,5798,5689,5654,5600,5426,5434,5240,5026,4937,20200301
Iredell,North Carolina,159778,161037,162670,164582,166498,169453,172466,175634,178332,181806,20200301
Jackson,North Carolina,40368,40240,40636,41001,40920,41305,42622,43224,43600,43938,20200301
Johnston,North Carolina,169678,172446,174383,177227,180710,185104,190843,196374,202692,209339,20200301
Jones,North Carolina,10143,10060,10071,10007,9851,9777,9588,9573,9613,9419,20200301
Lee,North Carolina,57877,58531,59240,59762,59401,59371,59646,60403,61208,61779,20200301
Lenoir,North Carolina,59488,59411,59114,58732,58255,57981,57240,56622,55990,55949,20200301
Lincoln,North Carolina,78134,78297,78729,79111,79446,80607,81229,82557,84092,86111,20200301
McDowell,North Carolina,45102,45053,44999,45021,45007,44967,44866,45083,45465,45756,20200301
Macon,North Carolina,33959,33887,33806,33738,33824,34090,34262,34581,35274,35858,20200301
Madison,North Carolina,20777,20845,20882,21147,21187,21146,21367,21563,21665,21755,20200301
Martin,North Carolina,24506,24186,23845,23637,23435,23262,23122,22763,22660,22440,20200301
Mecklenburg,North Carolina,923242,943823,967063,990677,1010229,1033238,1056901,1078128,1093750,1110356,20200301
Mitchell,North Carolina,15512,15356,15330,15282,15174,15071,14996,14992,14996,14964,20200301
Montgomery,North Carolina,27729,27706,27522,27446,27283,27438,27301,27269,27077,27173,20200301
Moore,North Carolina,88594,89262,90191,91366,92816,94013,95405,97368,98805,100880,20200301
Nash,North Carolina,95786,95740,95187,94421,94200,93786,93953,94019,94094,94298,20200301
New Hanover,North Carolina,203284,205966,209045,212921,215963,219422,224809,228728,232256,234473,20200301
Northampton,North Carolina,22039,21916,21285,20856,20652,20533,20127,19890,19698,19483,20200301
Onslow,North Carolina,186892,184993,190678,192354,191822,193114,192314,195066,196915,197938,20200301
Orange,North Carolina,133981,134825,137817,139397,140321,141298,142800,143626,147980,148476,20200301
Pamlico,North Carolina,13109,13244,13019,12880,12872,12741,12765,12638,12633,12726,20200301
Pasquotank,North Carolina,40626,40266,40378,39548,39436,39384,39392,39386,39583,39824,20200301
Pender,North Carolina,52415,53175,53714,54779,55900,57426,58771,60719,62017,63060,20200301
Perquimans,North Carolina,13480,13498,13587,13634,13538,13463,13402,13439,13381,13463,20200301
Person,North Carolina,39411,39520,39175,39239,39114,39190,39270,39338,39436,39490,20200301
Pitt,North Carolina,168863,170791,172980,174380,174974,176071,177171,178607,179575,180742,20200301
Polk,North Carolina,20475,20288,20249,20388,20367,20414,20414,20564,20668,20724,20200301
Randolph,North Carolina,141985,141858,142270,142308,142474,142575,143062,143037,143249,143667,20200301
Richmond,North Carolina,46635,46651,46359,46133,45771,45429,45012,44827,44888,44829,20200301
Robeson,North Carolina,134493,135183,135462,135136,134931,134460,133383,132626,131884,130625,20200301
Rockingham,North Carolina,93661,93284,92691,91896,91790,91657,91308,90791,90617,91010,20200301
Rowan,North Carolina,138331,137805,137511,137690,138080,138497,139410,140356,141128,142088,20200301
Rutherford,North Carolina,67740,67416,67215,66847,66561,66375,66286,66529,66775,67029,20200301
Sampson,North Carolina,63532,63514,63708,63898,63796,63559,63225,63263,63345,63531,20200301
Scotland,North Carolina,36062,36275,36093,35911,35656,35321,35309,35174,34751,34823,20200301
Stanly,North Carolina,60579,60530,60462,60633,60618,60622,60826,61505,62180,62806,20200301
Stokes,North Carolina,47344,47142,46731,46514,46323,46159,45920,45724,45511,45591,20200301
Surry,North Carolina,73775,73496,73295,72643,72487,71998,72008,72107,71959,71783,20200301
Swain,North Carolina,14006,14007,14053,13977,14238,14326,14190,14263,14249,14271,20200301
Transylvania,North Carolina,33085,32807,32835,32827,32952,33157,33393,33767,34173,34385,20200301
Tyrrell,North Carolina,4415,4337,4122,4104,4120,4139,4024,4180,4115,4016,20200301
Union,North Carolina,202109,204888,208069,212200,217689,221949,226279,231350,235830,239859,20200301
Vance,North Carolina,45289,45288,45093,44491,44517,44459,44485,44281,44635,44535,20200301
Wake,North Carolina,906870,928787,952060,974198,997788,1022319,1048335,1071706,1091273,1111761,20200301
Warren,North Carolina,20987,20998,20764,20600,20385,20207,19884,19849,19819,19731,20200301
Washington,North Carolina,13119,12904,12662,12669,12476,12247,12070,11944,11769,11580,20200301
Watauga,North Carolina,50972,51626,52062,52295,52395,53093,54140,55181,56034,56177,20200301
Wayne,North Carolina,122886,124038,124559,124587,124586,124342,124269,123034,123237,123131,20200301
Wilkes,North Carolina,69264,68948,68906,68609,68414,68298,68581,68489,68563,68412,20200301
Wilson,North Carolina,81294,81155,81396,81189,81007,81240,81307,81436,81392,81801,20200301
Yadkin,North Carolina,38433,38342,38144,38063,37846,37619,37653,37588,37481,37667,20200301
Yancey,North Carolina,17805,17690,17624,17549,17542,17550,17610,17697,17873,18069,20200301
Adams,North Dakota,2350,2311,2333,2391,2388,2397,2344,2324,2276,2216,20200301
Barnes,North Dakota,11065,11113,11006,11115,11062,11008,10899,10679,10527,10415,20200301
Benson,North Dakota,6677,6688,6771,6899,6885,6820,6840,6916,6958,6832,20200301
Billings,North Dakota,783,844,919,912,920,948,948,922,918,928,20200301
Bottineau,North Dakota,6440,6499,6606,6738,6684,6734,6573,6522,6398,6282,20200301
Bowman,North Dakota,3143,3143,3211,3214,3238,3277,3222,3150,3067,3024,20200301
Burke,North Dakota,1971,2062,2182,2305,2261,2344,2227,2128,2094,2115,20200301
Burleigh,North Dakota,81701,83295,85748,88422,90510,93211,94606,95247,95276,95626,20200301
Cass,North Dakota,150308,153301,157416,162837,166552,170722,174189,177745,180294,181923,20200301
Cavalier,North Dakota,3987,3946,3923,3856,3847,3827,3824,3793,3811,3762,20200301
Dickey,North Dakota,5278,5254,5220,5194,5101,5054,4987,4848,4931,4872,20200301
Divide,North Dakota,2080,2143,2248,2327,2428,2459,2391,2295,2264,2264,20200301
Dunn,North Dakota,3536,3724,3958,4140,4375,4578,4372,4274,4328,4424,20200301
Eddy,North Dakota,2385,2346,2350,2367,2329,2305,2288,2315,2309,2287,20200301
Emmons,North Dakota,3531,3506,3470,3476,3412,3397,3338,3298,3278,3241,20200301
Foster,North Dakota,3343,3343,3380,3355,3337,3325,3309,3249,3207,3210,20200301
Golden Valley,North Dakota,1682,1758,1806,1825,1852,1879,1857,1779,1763,1761,20200301
Grand Forks,North Dakota,66994,66654,67582,69102,69764,70352,70473,70489,70355,69451,20200301
Grant,North Dakota,2394,2359,2350,2393,2374,2396,2379,2363,2354,2274,20200301
Griggs,North Dakota,2416,2370,2345,2284,2291,2288,2258,2244,2228,2231,20200301
Hettinger,North Dakota,2476,2504,2542,2644,2627,2657,2597,2479,2503,2499,20200301
Kidder,North Dakota,2447,2442,2447,2444,2448,2449,2475,2471,2453,2480,20200301
LaMoure,North Dakota,4130,4095,4085,4101,4096,4136,4113,4101,4075,4046,20200301
Logan,North Dakota,1998,1972,1941,1932,1941,1927,1930,1919,1887,1850,20200301
McHenry,North Dakota,5402,5501,5800,5908,5977,5975,5970,5890,5808,5745,20200301
McIntosh,North Dakota,2800,2758,2750,2738,2745,2717,2599,2608,2566,2497,20200301
McKenzie,North Dakota,6412,7011,7978,9278,10979,12794,12572,12688,13594,15024,20200301
McLean,North Dakota,8998,9081,9385,9464,9553,9664,9643,9636,9529,9450,20200301
Mercer,North Dakota,8419,8425,8475,8589,8712,8786,8616,8457,8266,8187,20200301
Morton,North Dakota,27570,27721,28083,28929,29777,30249,30732,30938,31058,31364,20200301
Mountrail,North Dakota,7708,8103,8739,9340,9751,10311,10234,10276,10239,10545,20200301
Nelson,North Dakota,3121,3059,3055,3052,3014,2914,2889,2902,2885,2879,20200301
Oliver,North Dakota,1841,1849,1848,1889,1868,1865,1895,1930,1945,1959,20200301
Pembina,North Dakota,7402,7354,7220,7098,7068,7031,7046,6962,6895,6801,20200301
Pierce,North Dakota,4360,4367,4446,4419,4364,4273,4216,4096,4070,3975,20200301
Ramsey,North Dakota,11450,11523,11584,11579,11615,11664,11557,11596,11580,11519,20200301
Ransom,North Dakota,5440,5432,5470,5496,5442,5451,5375,5303,5224,5218,20200301
Renville,North Dakota,2484,2497,2556,2613,2573,2551,2517,2455,2358,2327,20200301
Richland,North Dakota,16327,16265,16224,16291,16345,16286,16289,16287,16229,16177,20200301
Rolette,North Dakota,14007,14193,14403,14680,14733,14698,14716,14614,14349,14176,20200301
Sargent,North Dakota,3812,3792,3893,3879,3920,3866,3883,3862,3851,3898,20200301
Sheridan,North Dakota,1316,1316,1284,1327,1334,1311,1342,1351,1342,1315,20200301
Sioux,North Dakota,4148,4236,4328,4434,4459,4377,4457,4425,4377,4230,20200301
Slope,North Dakota,732,727,766,771,779,781,781,767,761,750,20200301
Stark,North Dakota,24359,25186,26901,28317,30315,31861,30869,30291,30893,31489,20200301
Steele,North Dakota,1991,1970,1952,1918,1912,1915,1912,1906,1892,1890,20200301
Stutsman,North Dakota,21137,21021,20978,21082,21120,21047,21068,21132,20875,20704,20200301
Towner,North Dakota,2243,2260,2292,2264,2275,2251,2249,2244,2185,2189,20200301
Traill,North Dakota,8105,8068,8070,8188,8042,7987,8001,7998,8020,8036,20200301
Walsh,North Dakota,11114,11025,11024,11081,10907,10852,10816,10801,10645,10641,20200301
Ward,North Dakota,62121,64209,64863,67398,68869,70703,69489,68516,67713,67641,20200301
Wells,North Dakota,4192,4198,4235,4150,4125,4095,4049,3994,3908,3834,20200301
Williams,North Dakota,22589,24406,26735,29591,32106,35301,34213,33467,35469,37589,20200301
Adams,Ohio,28537,28459,28293,28089,28066,27926,27807,27753,27694,27698,20200301
